_id,barcode,brandcode,categorycode,topbrand,brandname,cpgid
5ff768d4be37ce1e961f329b,511111718840,TEST BRANDCODE @1610049748118,BAKING,False,test brand @1610049748118,5ff768d4be37ce1e961f3299
5ff768d4be37ce1e961f329d,511111418863,TEST BRANDCODE @1610049748181,BAKING,False,test brand @1610049748181,5ff768d4be37ce1e961f3299
5ff768d4be37ce1e961f329c,511111218852,TEST BRANDCODE @1610049748154,BAKING,False,test brand @1610049748154,5ff768d4be37ce1e961f3299
5ff768d4be37ce1e961f329e,511111918875,TEST BRANDCODE @1610049748724,CANDY_AND_SWEETS,False,test brand @1610049748724,5332fa12e4b03c9a25efd1e7
5ff77857be37ce58ce50083a,511111618898,TEST BRANDCODE @1610053719707,BAKING,False,test brand @1610053719706,5ff77857be37ce58ce500839
5fd7f2b3be37ce733975586c,511111518327,TEST BRANDCODE @1607987891932,BAKING,False,test brand @1607987891932,5fd7f2b3be37ce7339755868
5fd7f2b3be37ce733975586b,511111318316,TEST BRANDCODE @1607987891893,BAKING,False,test brand @1607987891893,5fd7f2b3be37ce7339755868
5fd7f2b3be37ce733975586a,511111818304,TEST BRANDCODE @1607987891852,BAKING,False,test brand @1607987891852,5fd7f2b3be37ce7339755868
5fd7f2b8be37ce733975586f,511111218340,,BAKING,False,test brand @1607987896065,5fd7f2b8be37ce733975586e
5fd7f2b4be37ce733975586d,511111018339,TEST BRANDCODE @1607987892541,CANDY_AND_SWEETS,False,test brand @1607987892540,5332fa12e4b03c9a25efd1e7
5fd3acb6be37ce0d9386bb3f,511111618171,TEST BRANDCODE @1607707829962,BAKING,False,test brand @1607707829961,5fd3acb5be37ce0d9386bb3e
5332fa7be4b03c9a25efd22b,511111702948,,,False,Diet Cherry Coke,5332f5ebe4b03c9a25efd0a8
58861c7e4e8d0d20bc42c4e0,511111701415,KILLIAN'S,,False,Killians,5332f709e4b03c9a25efd0f1
5332f775e4b03c9a25efd127,511111403630,,,False,Cheerios,5332f5f3e4b03c9a25efd0ae
581ce962e4b058c71f74c443,511111301813,,,False,.,581ce8d5e4b058c71f74c442
5332fa08e4b03c9a25efd1d8,511111903130,,,False,Frosted Flakes,5332f5f2e4b03c9a25efd0aa
5f3d6f44be37ce4ddbb1bb3b,511111715481,TEST BRANDCODE @1597861700880,BAKING,False,test brand @1597861700880,5f3d6f44be37ce4ddbb1bb3a
5f628235be37ce78e6e2efb1,511111616696,,BAKING,False,test brand @1600291381675,5f628235be37ce78e6e2efb0
58b5988ce4b0857c2ddb7252,511111301028,,,False,Henry's Hard Sparkling,5332f709e4b03c9a25efd0f1
5f3ff200be37ce1c81aa1e0b,511111115595,,BAKING,False,test brand @1598026240846,5f3ff200be37ce1c81aa1e0a
57ebc125e4b0ac389136a33b,511111302063,,,False,Kraft Macaroni & Cheese,559c2234e4b06aca36af13c6
5332f7c8e4b03c9a25efd148,511111403401,,,False,Cascadian Farm,5332f5f3e4b03c9a25efd0ae
57ebc2c8e4b0ac389136a349,511111901938,KRAFT SHAKE 'N BAKE,,False,Shake N' Bake,559c2234e4b06aca36af13c6
588ba032e4b02187f85cdadc,511111401087,HP,,False,HP Sauce,559c2234e4b06aca36af13c6
5f493665be37ce52f8314fca,511111815891,,BAKING,False,test brand @1598633573683,5f493665be37ce52f8314fc9
5dc0773ea60b873d6b0666ce,511111206262,DRUMSTICK CEREAL,,False,Drumstick™ Cereal,5332f5f3e4b03c9a25efd0ae
5da60649a60b87376833e34b,511111105602,ALEVE D SINUS & COLD,,False,ALEVE® D SINUS & COLD,53e10d6368abd3c7065097cc
580dff84e4b0f32b2de2137f,511111601883,CHEEZ WHIZ,,False,Cheez Whiz,559c2234e4b06aca36af13c6
5fcff305be37ce6d53dfc688,511111818021,TEST BRANDCODE @1607463685522,CANDY_AND_SWEETS,False,test brand @1607463685522,5332fa12e4b03c9a25efd1e7
5d66961cee7f2d201c7281cc,511111812449,,,True,Test brand1,5c4f20b01b4181298aacffc1
57d957f2e4b0ac389136a2b4,511111502371,COOL WHIP,,False,Cool Whip,559c2234e4b06aca36af13c6
5daf59751dda2c3e1416ae99,511111006022,TRIX,,False,Trix™,5332f5f3e4b03c9a25efd0ae
5da60859a60b87376833e352,511111405740,FLINTSTONES,,False,Flintstones™ Vitamins,5d9b4f591dda2c6225a284aa
5fb81935be37ce522e165cda,511111217695,ABSOLUT® GRAPEFRUIT,BEER_WINE_SPIRITS,False,Absolut® Grapefruit,5fb6d381be37ce522e165cbd
5fb6d726be37ce522e165cc0,511111317432,ALTOS,BEER_WINE_SPIRITS,False,Altos®,5fb6d381be37ce522e165cbd
5fb800f1be37ce522e165ccb,511111417545,DEL MAGUEY ,BEER_WINE_SPIRITS,False,Del Maguey® Vida,5fb6d381be37ce522e165cbd
5fb80b63be37ce522e165cd1,511111917601,JAMESON® BLACK BARREL ,BEER_WINE_SPIRITS,False,Jameson® Black Barrel ,5fb6d381be37ce522e165cbd
5fb808a1be37ce522e165ccf,511111817581,JAMESON,BEER_WINE_SPIRITS,False,Jameson® ,5fb6d381be37ce522e165cbd
5fb7e62dbe37ce522e165cc3,511111217466,MONKEY 47,BEER_WINE_SPIRITS,False,Monkey 47®,5fb6d381be37ce522e165cbd
5fb80d7cbe37ce522e165cd2,511111417613,MALIBU,BEER_WINE_SPIRITS,False,Malibu® Original,5fb6d381be37ce522e165cbd
5fb7e962be37ce522e165cc6,511111417491,LILLET,BEER_WINE_SPIRITS,False,Lillet®,5fb6d381be37ce522e165cbd
5d642de76d5f3b23d1bc7911,511111705161,511111705161,,False,Traditional Home,5d5d4fd16d5f3b23d1bc7905
57c0827de4b0718ff5fcb037,511111902461,AMP2,,True,Antarctica,5332f7a7e4b03c9a25efd134
5f3d6f44be37ce4ddbb1bb3d,511111815501,TEST BRANDCODE @1597861700940,BAKING,False,test brand @1597861700940,5f3d6f44be37ce4ddbb1bb3a
5fa1c567be37ce402c4618f0,511111717195,TEST BRANDCODE @1604437351567,BAKING,False,test brand @1604437351567,5fa1c567be37ce402c4618ef
5332fa03e4b03c9a25efd1d5,511111603153,,,False,Fruit Flavored Snacks,53e10d6368abd3c7065097cc
5a8c3577e4b07f0a2dac8945,511111404163,KELSEN,,False,Kelsen,5a734034e4b0d58f376be874
5da60932a60b87376833e356,511111405818,511111405818,,False,ONE A DAY® KIDS AND TEENS,53e10d6368abd3c7065097cc
5da606581dda2c3e1416ae85,511111605614,ALEVE DIRECT THERAPY PAIN RELIEF DEVICES,,False,ALEVE® DIRECT THERAPY PAIN RELIEF DEVICES,53e10d6368abd3c7065097cc
5a5d1ba9e4b0db471c2d0422,511111600404,COLORADO NATIVE,,False,Colorado Native,5332f709e4b03c9a25efd0f1
585a9714e4b03e62d1ce0e92,511111801528,SOBE,,False,SoBe,5332f5fbe4b03c9a25efd0ba
57ebc026e4b0ac389136a338,511111502098,KNUDSEN,,False,Knudsen,559c2234e4b06aca36af13c6
5da608a8a60b87376833e353,511111105763,511111105763,,False,MiraLAX® Laxatives,53e10d6368abd3c7065097cc
5fcda47cbe37ce688e08b0c3,511111317920,,BAKING,False,test brand @1607312508610,5fcda47cbe37ce688e08b0c2
5d66dda06d5f3b6188d4f050,511111005421,511111005421,,False,Pillsbury Magazine,5d5d4fd16d5f3b23d1bc7905
585a9637e4b03e62d1ce0e77,511111501770,CAP'N CRUNCH,,True,Cap'n Crunch,53e10d6368abd3c7065097cc
5332fa79e4b03c9a25efd226,511111602996,,,False,Mello Yello,5332f5ebe4b03c9a25efd0a8
5fb82359be37ce522e165ce1,511111917762,MRS BAIRD'S,GROCERY,False,Mrs Baird's ,5fb6b608be37ce522e165cb9
592486bfe410d61fcea3d13f,511111500667,TRESEMME,PERSONAL_CARE,False,TRESEMME,5332f5f6e4b03c9a25efd0b4
552ecca1e4b02ff29f99b215,511111202721,,,False,Top Care,5459429be4b0bfcb1e864082
5a5e3615e4b06ba572cf24ab,511111700029,PURE LEAF Iced Tea Beverages,,False,PURE LEAF Iced Tea Beverages,5332f5fbe4b03c9a25efd0ba
5e5ff1f7ee7f2d0b35b2a18e,511111414049,ONE A DAY KIDS,HEALTHY_AND_WELLNESS,False,ONE A DAY® KIDS,5d9b4f591dda2c6225a284aa
585a967fe4b03e62d1ce0e80,511111801689,,,True,Lay's Kettle Cooked,5332f5fbe4b03c9a25efd0ba
5f513ea1be37ce21f1287c02,511111416500,TEST BRANDCODE @1599159968998,BAKING,False,test brand @1599159968998,5f513ea0be37ce21f1287c01
5d66dd526d5f3b6188d4f04f,511111805410,LIFEWTR,,False,LIFEWTR,5332f5fbe4b03c9a25efd0ba
5d6412f86d5f3b23d1bc7909,511111804994,511111804994,,False,Eating Well Magazine,5d5d4fd16d5f3b23d1bc7905
5332f608e4b03c9a25efd0c1,511111903901,,,False,Sierra Mist,53e10d6368abd3c7065097cc
5c49d161f0276e7719673719,511111904731,SIMILAC,,False,SIMILAC,59b96571e4b0bf7c7980588b
5da60843a60b87376833e351,511111205739,CORICIDIN HBP,HEALTHY_AND_WELLNESS,False,Coricidin® HBP,5d9b4f591dda2c6225a284aa
5f7ba648be37ce23081c528e,511111716921,TEST BRANDCODE @1601939016290,CANDY_AND_SWEETS,False,test brand @1601939016290,5332fa12e4b03c9a25efd1e7
5a5d29fde4b0db471c2d0433,511111400110,BADEDAS,,False,Badedas,53e10d6368abd3c7065097cc
54594387e4b0bfcb1e864083,511111902744,,,False,Shurfine,5459429be4b0bfcb1e864082
585a96d2e4b03e62d1ce0e89,511111001607,,,False,Pepsi Diet,5332f5fbe4b03c9a25efd0ba
5332f9fee4b03c9a25efd1d0,511111803164,,,False,Apple Jacks/Cinnamon Jacks,5332f5f2e4b03c9a25efd0aa
5332fa73e4b03c9a25efd21c,511111703051,,,False,Diet Coke,5332f5ebe4b03c9a25efd0a8
5fa98944be37ce239d107103,511111617297,TEST BRANDCODE @1604946244876,BAKING,False,test brand @1604946244876,5fa98944be37ce239d1070ff
5332f7afe4b03c9a25efd13d,511111203483,,,False,Shock Top,5332f7a7e4b03c9a25efd134
5d540e65a3a018514994f41f,511111404880,BENIHANA,,False,Benihana Frozen Entrees,559c2234e4b06aca36af13c6
5daf46261dda2c3e1416ae96,511111905967,MOUNTAIN HIGH,,False,Mountain High™,5332f5f3e4b03c9a25efd0ae
585a972de4b03e62d1ce0e96,511111001485,TOSTITOS,,False,Tostitos,5332f5fbe4b03c9a25efd0ba
5f9770bfbe37ce03d08a2d86,511111317081,TEST BRANDCODE @1603760319788,BAKING,False,test brand @1603760319788,5f9770bfbe37ce03d08a2d83
580e015be4b0f32b2de21385,511111501824,,,False,Kraft BBQ Sauce,559c2234e4b06aca36af13c6
5f5900d4be37ce21f1287c11,511111516569,GERBER BABY FOOD,BABY,False,Gerber Baby Food,5f58fa84be37ce21f1287c0f
5a8c33f3e4b07f0a2dac8943,511111504139,PACE,,False,Pace,5a734034e4b0d58f376be874
5ab1589ae4b0915382df7621,511111204435,CAMPBELLS SLOW KETTLE ,,False,Campbell's Slow Kettle,5a734034e4b0d58f376be874
5afda22ee4b03bf01c2a2965,511111304494,ARCHWAY,,False,Archway,5a734034e4b0d58f376be874
588b9ff4e4b02187f85cdadb,511111901099,,,False,Kraft Salad Dressing,559c2234e4b06aca36af13c6
5ec2dde7be37ce5234ec36bb,511111314653,BAYER® ASPIRIN,HEALTHY_AND_WELLNESS,False,Bayer® Aspirin,5d9b4f591dda2c6225a284aa
5ff78071be37ce6a424ca0e9,511111818977,TEST BRANDCODE @1610055793449,BAKING,False,test brand @1610055793449,5ff78071be37ce6a424ca0e7
5ff78071be37ce6a424ca0e8,511111318965,TEST BRANDCODE @1610055793411,BAKING,False,test brand @1610055793411,5ff78071be37ce6a424ca0e7
5ff78071be37ce6a424ca0ea,511111018988,TEST BRANDCODE @1610055793500,BAKING,False,test brand @1610055793500,5ff78071be37ce6a424ca0e7
5ff78072be37ce6a424ca0ec,511111719007,TEST BRANDCODE @1610055794196,CANDY_AND_SWEETS,False,test brand @1610055794196,5332fa12e4b03c9a25efd1e7
5ff78071be37ce6a424ca0eb,511111518990,TEST BRANDCODE @1610055793537,BAKING,False,test brand @1610055793537,5ff78071be37ce6a424ca0e7
5ff789c5be37ce786ba0f6a3,511111219019,TEST BRANDCODE @1610058181549,BAKING,False,test brand @1610058181548,5ff789c5be37ce786ba0f6a2
5ff77857be37ce58ce50083c,511111718918,TEST BRANDCODE @1610053719944,BAKING,False,test brand @1610053719944,5ff77857be37ce58ce500839
5ff77858be37ce58ce50083d,511111918929,TEST BRANDCODE @1610053719998,BAKING,False,test brand @1610053719998,5ff77857be37ce58ce500839
5ff78070be37ce6a424ca0e6,511111118954,,BAKING,False,test brand @1610055792794,5ff78070be37ce6a424ca0e5
5ff77857be37ce58ce50083b,511111218906,TEST BRANDCODE @1610053719869,BAKING,False,test brand @1610053719869,5ff77857be37ce58ce500839
5ff77859be37ce58ce500840,511111618942,,BAKING,False,test brand @1610053721248,5ff77859be37ce58ce50083f
5ff77859be37ce58ce50083e,511111418931,TEST BRANDCODE @1610053721033,CANDY_AND_SWEETS,False,test brand @1610053721033,5332fa12e4b03c9a25efd1e7
5bd200c690fa074576779a16,511111004639,DEPEND,PERSONAL_CARE,False,Depend,550b2565e4b001d5e9e4146f
5fdce9eabe37ce5fa8ba59db,511111318521,TEST BRANDCODE @1608313322283,CANDY_AND_SWEETS,False,test brand @1608313322283,5332fa12e4b03c9a25efd1e7
5fdce9e9be37ce5fa8ba59da,511111118510,TEST BRANDCODE @1608313321374,BAKING,False,test brand @1608313321374,5fdce9e9be37ce5fa8ba59d6
5fdce9e9be37ce5fa8ba59d7,511111518488,TEST BRANDCODE @1608313321191,BAKING,False,test brand @1608313321191,5fdce9e9be37ce5fa8ba59d6
5fdce9e9be37ce5fa8ba59d9,511111618508,TEST BRANDCODE @1608313321301,BAKING,False,test brand @1608313321301,5fdce9e9be37ce5fa8ba59d6
5fdce9e9be37ce5fa8ba59d8,511111018490,TEST BRANDCODE @1608313321222,BAKING,False,test brand @1608313321222,5fdce9e9be37ce5fa8ba59d6
5daf35a8a60b87376833e35d,511111005933,NATURE VALLEY,,False,Nature Valley™,5332f5f3e4b03c9a25efd0ae
5f4936ddbe37ce52f8314fdd,511111215981,TEST BRANDCODE @1598633693767,BAKING,False,test brand @1598633693767,5f4936ddbe37ce52f8314fda
5f4936ddbe37ce52f8314fde,511111715993,TEST BRANDCODE @1598633693791,BAKING,False,test brand @1598633693791,5f4936ddbe37ce52f8314fda
5fb6b82dbe37ce522e165cbc,511111117407,ANZIO,BREAD_AND_BAKERY,False,Anzio ,5fb6b608be37ce522e165cb9
5d641306a3a018514994f427,511111705000,511111705000,,False,Family Circle,5d5d4fd16d5f3b23d1bc7905
55b630f5e4b0d8e685c14222,511111002598,,,False,Diet Rite,55b62995e4b0d8e685c14213
5db780a6a60b87376833e369,511111806172,HERSHEY'S WHIPPED TOPPING,,False,Hershey's Whipped Topping,559c2234e4b06aca36af13c6
5f4936ddbe37ce52f8314fdb,511111515968,TEST BRANDCODE @1598633693720,BAKING,False,test brand @1598633693720,5f4936ddbe37ce52f8314fda
5332f5f2e4b03c9a25efd0a9,511111804048,,,False,Eggo,5332f5f2e4b03c9a25efd0aa
5fb2852cbe37ce522e165cb2,511111617341,TEST BRANDCODE @1605535020671,BAKING,False,test brand @1605535020671,5fb2852cbe37ce522e165cae
592486bee410d61fcea3d12e,511111200802,IMPERIAL,,False,IMPERIAL,53e10d6368abd3c7065097cc
57c082a6e4b0718ff5fcb03b,511111502425,,,False,Modelo Especial,5332f7a7e4b03c9a25efd134
5da606ae1dda2c3e1416ae86,511111305637,ALEVE PM NIGHT TIME,,False,ALEVE® PM NIGHT TIME,53e10d6368abd3c7065097cc
5f99f71bbe37ce13da9eade7,511111117124,TEST BRANDCODE @1603925787294,BAKING,False,test brand @1603925787294,5f99f71bbe37ce13da9eade6
5a8c5e74e4b07f0a2dac8947,511111904229,APOTHECARE ESSENTIALS,,False,ApotheCARE Essentials,5332f5f6e4b03c9a25efd0b4
57e5817ae4b0ac389136a30c,511111902256,HENRY WEINHARD'S,,False,Henry's Hard Soda,5332f709e4b03c9a25efd0f1
5ab15392e4b0915382df761d,511111204367,CAMPBELLS CHUNKY ,,False,Campbell's Chunky,5a734034e4b0d58f376be874
5e5ff265ee7f2d0b35b2a18f,511111914051,ONE A DAY® WOMENS,,False,ONE A DAY® WOMENS,53e10d6368abd3c7065097cc
5f16f536be37ce2b30061e25,511111415060,TEST BRANDCODE @1595340085980,BAKING,False,test brand @1595340085980,5f16f535be37ce2b30061e24
5332fb83e4b03c9a25efd24a,511111502869,,,False,Town House,5332f5f2e4b03c9a25efd0aa
5ef38672be37ce02da95b72f,511111515036,KINGSFORD,OUTDOOR,False,Kingsford Charcoal,5eebc5412455c97a877ef382
5daf6baaa60b87376833e364,511111206101,YOPLAIT GO-GURT,,False,Yoplait® Go-GURT®,5332f5f3e4b03c9a25efd0ae
5a4d1f06e4b0d5c3fd86b678,511111700531,FRITO-LAY,,True,FRITO-LAY,5332f5fbe4b03c9a25efd0ba
57ebc003e4b0ac389136a333,511111502142,GREY POUPON,,False,Grey Poupon,559c2234e4b06aca36af13c6
5f441280be37ce5dbe9b7c80,511111915799,TEST BRANDCODE @1598296704763,BAKING,False,test brand @1598296704763,5f441280be37ce5dbe9b7c7d
5ec2dda8be37ce5234ec36ba,511111814641,BERROCA®,HEALTHY_AND_WELLNESS,False,Berroca®,5d9b4f591dda2c6225a284aa
58861c7f4e8d0d20bc42c4f9,511111301301,PROPEL,,False,Propel,5332f5fbe4b03c9a25efd0ba
58b59a68e4b0857c2ddb7257,511111700975,MILWAUKEE'S BEST,,False,Milwaukee's Best Ice,5332f709e4b03c9a25efd0f1
5332f753e4b03c9a25efd10f,511111703778,,,False,NOS,5332f5ebe4b03c9a25efd0a8
5a4d250ce4b0d5c3fd86b67b,511111400486,SPITZ,,False,SPITZ,5332f5fbe4b03c9a25efd0ba
5d9d0270a60b87376833e347,511111405535,IMAGINE,,False,IMAGINE,5332f5fbe4b03c9a25efd0ba
5d658fd1a3a018514994f431,511111905196,,,False,BETTER HOMES AND GARDENS Special Edition Magazine - Food ,53e10d6368abd3c7065097cc
5f358338be37ce443bf9d55c,511111215332,TEST BRANDCODE @1597342520969,CANDY_AND_SWEETS,False,test brand @1597342520969,5332fa12e4b03c9a25efd1e7
58b599fee4b0857c2ddb7256,511111900986,,,False,Steel Reserve Alloy Series,5332f709e4b03c9a25efd0f1
5a5d278de4b0db471c2d042f,511111800156,TUSK & GRAIN,,False,Tusk & Grain,5332f709e4b03c9a25efd0f1
5332f7eee4b03c9a25efd15e,511111103370,REDD'S ALE,,False,Redd's Apple Ale,5332f709e4b03c9a25efd0f1
5afda18ee4b0c11cfecd49f5,511111104469,LANCE,,False,Lance,5a734034e4b0d58f376be874
5a8c363ce4b0ccf165fac9e7,511111104186,PACIFIC FOODS,,False,Pacific Foods,5a734034e4b0d58f376be874
5dd557081dda2c1971449a7a,511111606376,YOPLAIT DUNKERS,,False,Yoplait® Dunkers,5332f5f3e4b03c9a25efd0ae
5332f774e4b03c9a25efd126,511111603641,,,False,Fiber One,5332f5f3e4b03c9a25efd0ae
5f4802bdbe37ce0c8303373f,511111415855,TEST BRANDCODE @1598554813705,BAKING,False,test brand @1598554813705,5f4802bdbe37ce0c8303373c
5a021703e4b00efe02b02a58,511111800590,LIPTON Soup,,False,LIPTON Soup,5332f5f6e4b03c9a25efd0b4
5dc2da1fa60b873d6b0666d3,511111406341,MINIONS CEREAL,,False,Minions™ Cereal,53e10d6368abd3c7065097cc
5d2f69a6a3a01810a2174aec,511111504856,LOVE HOME AND PLANET,,False,LOVE HOME AND PLANET,5332f5f6e4b03c9a25efd0b4
5f208dafbe37ce7958c59522,511111015185,TEST BRANDCODE @1595968943012,BAKING,False,test brand @1595968943012,5f208daebe37ce7958c59520
5f2336cfbe37ce7958c5952c,511111715276,ONETOUCH,HEALTHY_AND_WELLNESS,False,OneTouch®,5f036ccc2455c947fde9362f
5f3e9172be37ce5a0e01b953,511111015536,TEST BRANDCODE @1597935986248,BAKING,False,test brand @1597935986247,5f3e9172be37ce5a0e01b952
55a41b88e4b0d0a65b3692f0,511111902690,KRAFT,,False,Kraft,559c2234e4b06aca36af13c6
5daf70071dda2c3e1416ae9e,511111906124,BASIC 4,,False,Basic 4™,5332f5f3e4b03c9a25efd0ae
5a8c31bfe4b0ccf165fac9e4,511111804116,WOLFGANG PUCK,,False,Wolfgang Puck,5a734034e4b0d58f376be874
5f7760f0be37ce1d26d7b7a5,511111516842,TEST BRANDCODE @1601659120828,BAKING,False,test brand @1601659120828,5f7760f0be37ce1d26d7b7a2
5f99f71bbe37ce13da9eadea,511111317159,TEST BRANDCODE @1603925787441,BAKING,False,test brand @1603925787441,5f99f71bbe37ce13da9eade6
5a8c378ce4b07f0a2dac8946,511111704218,THE SOULFUL PROJECT,,False,The Soulfull Project,53e10d6368abd3c7065097cc
5f493682be37ce52f8314fd0,511111815945,TEST BRANDCODE @1598633602924,CANDY_AND_SWEETS,False,test brand @1598633602924,5332fa12e4b03c9a25efd1e7
580dff97e4b0f32b2de21381,511111901860,DREAM WHIP,,False,Dream Whip,559c2234e4b06aca36af13c6
5f38578fbe37ce5178517ad7,511111815457,TEST BRANDCODE @1597527951461,BAKING,False,test brand @1597527951461,5f38578fbe37ce5178517ad3
5fd2a0bfbe37ce49eb72c0f0,511111718123,TEST BRANDCODE @1607639231623,BAKING,False,test brand @1607639231623,5fd2a0bfbe37ce49eb72c0ef
5332fa6be4b03c9a25efd217,511111903062,,,False,Brew Pub,5332fa12e4b03c9a25efd1e7
5a8f64c6e4b0a2e2844f5695,511111104254,KJELDSEN,,False,Kjeldsen,5a734034e4b0d58f376be874
5f493dabbe37ce64d0ae36bd,511111316046,TEST BRANDCODE @1598635435896,BAKING,False,test brand @1598635435896,5f493dabbe37ce64d0ae36ba
57ebc134e4b0ac389136a33d,511111602040,,,False,Kraft Cheese,559c2234e4b06aca36af13c6
5f5bc4f1be37ce17125ac0ea,511111316602,TEST BRANDCODE @1599849713773,BAKING,False,test brand @1599849713772,5f5bc4f1be37ce17125ac0e8
5fd29591be37ce38bbbefb2a,511111418092,TEST BRANDCODE @1607636369405,CANDY_AND_SWEETS,False,test brand @1607636369405,5332fa12e4b03c9a25efd1e7
5f77274bbe37ce6b592e90bc,511111916727,TEST BRANDCODE @1601644363827,BAKING,False,test brand @1601644363827,5f77274bbe37ce6b592e90b9
5a8c35dde4b0ccf165fac9e6,511111904175,PEPPERIDGE FARM,,False,Pepperidge Farm,5a734034e4b0d58f376be874
5332f760e4b03c9a25efd11a,511111803720,,,False,Honest Tea,5332f5ebe4b03c9a25efd0a8
5f4802d2be37ce0c83033743,511111315889,,BAKING,False,test brand @1598554834882,5f4802d2be37ce0c83033742
60074277be37ce360be639ff,511111919803,TEST BRANDCODE @1611088503689,BAKING,False,test brand @1611088503689,60074277be37ce360be639fe
5332f9f0e4b03c9a25efd1c3,511111203278,,,False,Pringles,5332f5f2e4b03c9a25efd0aa
5fb2852cbe37ce522e165cb0,511111917328,TEST BRANDCODE @1605535020580,BAKING,False,test brand @1605535020580,5fb2852cbe37ce522e165cae
58861c7e4e8d0d20bc42c4e3,511111601395,MILLER HIGH LIFE,,False,Miller High Life,5332f709e4b03c9a25efd0f1
585b0b23e4b03e62d1ce0e99,511111101451,QUAKER,,False,Quaker,53e10d6368abd3c7065097cc
5332f7ffe4b03c9a25efd16a,511111703334,,,False,All Natural,5332f7ffe4b03c9a25efd16b
5da608291dda2c3e1416ae8b,511111705727,511111705727,,False,Claritin® KIDS,53e10d6368abd3c7065097cc
57d848efe4b0ac389136a2aa,511111302414,ATHENOS,,False,Athenos,559c2234e4b06aca36af13c6
5f513ea1be37ce21f1287c03,511111916512,TEST BRANDCODE @1599159969028,BAKING,False,test brand @1599159969028,5f513ea0be37ce21f1287c01
5f35a0babe37ce6853cff201,511111815389,TEST BRANDCODE @1597350074404,BAKING,False,test brand @1597350074404,5f35a0babe37ce6853cff1fd
5a5d2c1fe4b06ba572cf24a8,511111100065,SEDAL,,False,Sedal,53e10d6368abd3c7065097cc
5d603537a3a018514994f424,511111404958,RED ROCK DELI,,False,Red Rock Deli Chips,5332f5fbe4b03c9a25efd0ba
5da607a9a60b87376833e34f,511111905684,ALKA SELTZER PLUS SINUS CAP/ GEL/ TAB,,False,ALKA SELTZER PLUS® SINUS CAP/ GEL/ TAB,53e10d6368abd3c7065097cc
5f493682be37ce52f8314fcd,511111915911,TEST BRANDCODE @1598633602253,BAKING,False,test brand @1598633602253,5f493682be37ce52f8314fcb
585a970ee4b03e62d1ce0e91,511111301530,SMARTFOOD,,False,Smartfood,5332f5fbe4b03c9a25efd0ba
5f403231be37ce5f78d9ed18,511111515685,TEST BRANDCODE @1598042673532,BAKING,False,test brand @1598042673532,5f403231be37ce5f78d9ed14
5f7ba932be37ce2f290fb252,511111916956,TEST BRANDCODE @1601939762881,BAKING,False,test brand @1601939762881,5f7ba932be37ce2f290fb251
58863e1ee4b02187f85cdace,511111101222,OSCAR MAYER,,False,Oscar Mayer,559c2234e4b06aca36af13c6
5a5d234be4b06ba572cf249f,511111400271,LECH PREMIUM,,False,Lech,5332f709e4b03c9a25efd0f1
5d642d946d5f3b23d1bc7910,511111805137,511111805137,,False,Real Simple,5d5d4fd16d5f3b23d1bc7905
5fb8292abe37ce522e165ce3,511111617785,HEINERS,GROCERY,False,Heiners,5fb6b608be37ce522e165cb9
5d6419346d5f3b23d1bc790e,511111005094,PARENTS,,False,Parents,5d5d4fd16d5f3b23d1bc7905
5332fa0ae4b03c9a25efd1dd,511111203117,,,False,Smart Start,5332f5f2e4b03c9a25efd0aa
5ccb2ece166eb31bbbadccbe,511111504788,PIONEER WOMAN,,False,The Pioneer Woman,559c2234e4b06aca36af13c6
60074278be37ce360be63a03,511111319849,TEST BRANDCODE @1611088504474,CANDY_AND_SWEETS,False,test brand @1611088504474,5332fa12e4b03c9a25efd1e7
5d6419746d5f3b23d1bc790f,511111605102,511111605102,,False,People en Espanol,5d5d4fd16d5f3b23d1bc7905
5a5d1fbfe4b0db471c2d0428,511111100294,HOP VALLEY,,False,Hop Valley,5332f709e4b03c9a25efd0f1
5f3d6f44be37ce4ddbb1bb3c,511111215493,TEST BRANDCODE @1597861700914,BAKING,False,test brand @1597861700914,5f3d6f44be37ce4ddbb1bb3a
580dffade4b0f32b2de21384,511111001836,YUBAN,,False,Yuban Coffee,559c2234e4b06aca36af13c6
5d6423ffa3a018514994f42c,511111105114,511111105114,,False,People Magazine,5d5d4fd16d5f3b23d1bc7905
5f9770bfbe37ce03d08a2d84,511111617068,TEST BRANDCODE @1603760319682,BAKING,False,test brand @1603760319682,5f9770bfbe37ce03d08a2d83
5f4a7a5dbe37ce2d95e65ca3,511111516286,TEST BRANDCODE @1598716509394,BAKING,False,test brand @1598716509394,5f4a7a5bbe37ce2d95e65c9f
5f35834dbe37ce443bf9d565,511111415343,,BAKING,False,test brand @1597342541226,5f35834dbe37ce443bf9d564
592486bfe410d61fcea3d13d,511111000679,TIGI,,False,TIGI,5332f5f6e4b03c9a25efd0b4
5daf3365a60b87376833e35b,511111805908,AUTUMN'S GOLD,,False,Autumn's Gold™,5332f5f3e4b03c9a25efd0ae
5a5d2a86e4b06ba572cf24a6,511111900108,BROOKE BOND,,False,Brooke Bond,53e10d6368abd3c7065097cc
5d6415c66d5f3b23d1bc790c,511111105046,511111105046,,False,Food & Wine Magazine,5d5d4fd16d5f3b23d1bc7905
57c08285e4b0718ff5fcb038,511111702450,,,False,Quilmes,5332f7a7e4b03c9a25efd134
