_id,active,createddate,lastlogin,role,signupsource,state
601465c567804a1228b20f89,True,2021-01-29,2021-01-29,consumer,Email,WI
60145a3c84231211ce796c5d,True,2021-01-29,2021-01-29,consumer,Email,WI
6014499c67804a1228b1f5b0,True,2021-01-29,2021-01-29,consumer,Email,WI
600f35015edb782098e2ac1b,True,2021-01-25,,consumer,Email,WI
60147001c8b50e11d8453c36,True,2021-01-29,2021-01-29,consumer,Email,WI
60145a5584231211ce796cac,True,2021-01-29,2021-01-29,consumer,Email,WI
6014558767804a1228b20d00,True,2021-01-29,2021-01-29,consumer,Email,WI
6014319173c60b3ca7f3bf01,True,2021-01-29,2021-01-29,consumer,Email,WI
6014558467804a1228b20cf0,True,2021-01-29,2021-01-29,consumer,Email,WI
6014485b84231211ce793d79,True,2021-01-29,2021-01-29,consumer,Email,WI
601431c173c60b3ca7f3bf63,True,2021-01-29,2021-01-29,consumer,Email,WI
601465a884231211ce796db3,True,2021-01-29,2021-01-29,consumer,Email,WI
60145ff384231211ce796d51,True,2021-01-29,,consumer,Email,
60146f2ac8b50e11d8452661,True,2021-01-29,2021-01-29,consumer,Email,WI
60145a3c84231211ce796c5d,True,2021-01-29,2021-01-29,consumer,Email,WI
6014658e67804a1228b20ef4,True,2021-01-29,2021-01-29,consumer,Email,WI
601442ce67804a1228b1dc41,True,2021-01-29,2021-01-29,consumer,Email,WI
601465a584231211ce796da5,True,2021-01-29,2021-01-29,consumer,Email,WI
60145ff384231211ce796d51,True,2021-01-29,,consumer,Email,
60147d2ac8b50e11d8453f53,True,2021-01-29,,consumer,Email,OH
60147d2ac8b50e11d8453f53,True,2021-01-29,,consumer,Email,OH
601890a99a1b091205b61ced,True,2021-02-01,2021-02-01,consumer,Email,WI
60183090c8b50e11d84549c0,True,2021-02-01,2021-02-01,consumer,Email,WI
60183090c8b50e11d84549c0,True,2021-02-01,2021-02-01,consumer,Email,WI
60147d2ac8b50e11d8453f53,True,2021-01-29,,consumer,Email,OH
60182f4ac8b50e11d8454946,True,2021-02-01,2021-02-01,consumer,Email,WI
60182d6dc8b50e11d84547b2,True,2021-02-01,2021-02-01,consumer,Email,WI
60147d2ac8b50e11d8453f53,True,2021-01-29,,consumer,Email,OH
60183c579a1b091205b61a5f,True,2021-02-01,2021-02-01,consumer,Email,WI
60147d2ac8b50e11d8453f53,True,2021-01-29,,consumer,Email,OH
60189c94c8b50e11d8454f6b,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c74c8b50e11d8454eff,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c74c8b50e11d8454eff,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c94c8b50e11d8454f6b,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c74c8b50e11d8454eff,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c74c8b50e11d8454eff,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c88c8b50e11d8454f2f,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c74c8b50e11d8454eff,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c859a1b091205b61de1,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c74c8b50e11d8454eff,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c74c8b50e11d8454eff,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c94c8b50e11d8454f6b,True,2021-02-02,2021-02-02,consumer,Email,WI
60189c94c8b50e11d8454f6b,True,2021-02-02,2021-02-02,consumer,Email,WI
60186237c8b50e11d8454d5f,True,2021-02-01,,consumer,Email,
60186237c8b50e11d8454d5f,True,2021-02-01,,consumer,Email,
601ac1da591789121574dc07,True,2021-02-03,2021-02-03,consumer,Email,WI
60186237c8b50e11d8454d5f,True,2021-02-01,,consumer,Email,
60183e6c9a1b091205b61b49,True,2021-02-01,,consumer,Email,SC
601ac195af4b1a1205f7560f,True,2021-02-03,2021-02-03,consumer,Email,WI
60186237c8b50e11d8454d5f,True,2021-02-01,,consumer,Email,
60186237c8b50e11d8454d5f,True,2021-02-01,,consumer,Email,
601c6887969c0b11f7d0c81f,True,2021-02-04,2021-02-04,consumer,Email,WI
601c68d229c30a1227ada484,True,2021-02-04,2021-02-04,consumer,Email,WI
601c2c05969c0b11f7d0b097,True,2021-02-04,2021-02-04,consumer,Email,WI
601c2c6a29c30a1227ad93bd,True,2021-02-04,2021-02-04,consumer,Email,WI
601c2c05969c0b11f7d0b097,True,2021-02-04,2021-02-04,consumer,Email,WI
55308179e4b0eabd8f99caa2,True,2015-04-17,2018-05-07,consumer,,WI
60217fa799409b11fcf899fe,True,2021-02-08,,consumer,Email,WI
602176c9b57b8a12187fe77e,True,2021-02-08,2021-02-08,consumer,Email,WI
602176a3b57b8a12187fe717,True,2021-02-08,2021-02-08,consumer,Email,WI
6022998599409b11fcf89c53,True,2021-02-09,2021-02-09,consumer,Email,WI
60229990b57b8a12187fe9e0,True,2021-02-09,2021-02-09,consumer,Email,WI
60229990b57b8a12187fe9e0,True,2021-02-09,2021-02-09,consumer,Email,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
6024399defa60112282c0ac9,True,2021-02-10,2021-02-10,consumer,Email,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
5f2068904928021530f8fc34,True,2020-07-28,2021-02-04,fetch-staff,Email,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
59c124bae4b0299e55b0f330,True,2017-09-19,2021-02-08,fetch-staff,,WI
602558b1efa60114d20e5dc7,True,2021-02-11,2021-02-11,consumer,Email,WI
602538adb54593795bf692ac,True,2021-02-11,2021-02-11,consumer,Email,WI
60255883efa60114d20e5d4e,True,2021-02-11,2021-02-11,consumer,Email,WI
602558adb5459313e1e9b7ce,True,2021-02-11,2021-02-11,consumer,Email,WI
6025388fb54593795bf69234,True,2021-02-11,2021-02-11,consumer,Email,WI
5fb0a078be5fc9775c1f3945,True,2020-11-15,,consumer,Google,AL
60268c7aefa6011bb1510786,True,2021-02-12,2021-02-12,consumer,Email,WI
5a43c08fe4b014fd6b6a0612,True,2017-12-27,2021-02-12,consumer,,
5a43c08fe4b014fd6b6a0612,True,2017-12-27,2021-02-12,consumer,,
5a43c08fe4b014fd6b6a0612,True,2017-12-27,2021-02-12,consumer,,
5a43c08fe4b014fd6b6a0612,True,2017-12-27,2021-02-12,consumer,,
5a43c08fe4b014fd6b6a0612,True,2017-12-27,2021-02-12,consumer,,
60268c69efa6011bb151075f,True,2021-02-12,2021-02-12,consumer,Email,WI
5a43c08fe4b014fd6b6a0612,True,2017-12-27,2021-02-12,consumer,,
5fb0a078be5fc9775c1f3945,True,2020-11-15,,consumer,Google,AL
5a43c08fe4b014fd6b6a0612,True,2017-12-27,2021-02-12,consumer,,
5a43c08fe4b014fd6b6a0612,True,2017-12-27,2021-02-12,consumer,,
5fbc35711d967d1222cbfefc,True,2020-11-23,2021-02-26,fetch-staff,Email,
5fbc35711d967d1222cbfefc,True,2020-11-23,2021-02-26,fetch-staff,Email,
5fbc35711d967d1222cbfefc,True,2020-11-23,2021-02-26,fetch-staff,Email,
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fc961c3b8cfca11a077dd33,True,2020-12-03,2021-02-26,fetch-staff,Email,NH
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa32b4d898c7a11a6bcebce,True,2020-11-04,2021-03-04,fetch-staff,Google,AL
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5964eb07e4b03efd0c0f267b,True,2017-07-11,2021-03-04,fetch-staff,,IL
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
5fa41775898c7a11a6bcef3e,True,2020-11-05,2021-03-04,fetch-staff,Email,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
54943462e4b07e684157a532,True,2014-12-19,2021-03-05,fetch-staff,,
